Product ID;Product;Brand;Category;pricing_role_category;URL;Price;Image URL;__rowIndex;__id
733276;LA Mademoiselle Shine 168;Lancôme;Makeup;;https://www.kicks.no/sok?search-query=733276;;;92065;733276
94043809;Lumene Longwear Eye Pencil Eyeliner 4 Dark Blue 1,14 g;Lumene;Makeup;C;https://www.kicks.no/sok?search-query=94043809;;https://images.matas.dk/encode/94043809_20250715155000.jpg;92066;94043809
89555967;Pixi Get The Look Palette:Its EyeTime;Pixi;Makeup;;https://www.kicks.no/sok?search-query=89555967;;;92067;89555967
772813;bMin Ageless Retinol Night Consentrate;bareMinerals;Skin care;C;https://www.kicks.no/sok?search-query=772813;;https://images.matas.dk/encode/194248003203_20240910164414.jpg;92068;772813
94003683;C HERR Bad Boy shower gel:200 ml;Carolina Herrera;Fragrances;;https://www.kicks.no/sok?search-query=94003683;;;92069;94003683
34143065;MUS L/S CREME SUMMER;Make Up Store;Makeup;;https://www.kicks.no/sok?search-query=34143065;;;92070;34143065
44596690;GAB ROUGE ECSTASY 305;Armani;Makeup;;https://www.kicks.no/sok?search-query=44596690;;;92071;44596690
94029207;NYX PMU Total Control Pro Drop Foundation Foundation Deep Ebony 13 ml;NYX PROFESSIONAL MAKEUP;Makeup;;https://www.kicks.no/sok?search-query=94029207;;;92072;94029207
94038723;Prada Luna Rossa Deo Spray 150 ml;Prada;Fragrances;;https://www.kicks.no/sok?search-query=94038723;;;92073;94038723
94013857;Essie Nailpolish 13,5 ml 719 everything’s rosy 14 ml;essie;Makeup;;https://www.kicks.no/sok?search-query=94013857;;;92074;94013857
94170400;KMS Color Vitality Blonde Shampoo 750 ml;KMS;Hair care and styling;C;https://www.kicks.no/sok?search-query=94170400;;https://images.matas.dk/encode/94170400_20260505135800.jpg;92075;94170400
88769460;MAC #239SH Eye Shader Brush;MAC;Makeup;;https://www.kicks.no/sok?search-query=88769460;;;92076;88769460
88249355;Bobbi B  Face Touch up palette, Golden almond, deep peach, almond Set13;Bobbi Brown;Makeup;;https://www.kicks.no/sok?search-query=88249355;;;92077;88249355
94026296;Smashbox Photo Finish Minimize Pores – Face primer mini  8 ml;Smashbox;Makeup;;https://www.kicks.no/sok?search-query=94026296;;;92078;94026296
35086487;LOR GLAM SHINE 6H 501 PURPL;L’Oréal Paris;Makeup;;https://www.kicks.no/sok?search-query=35086487;;;92079;35086487
89722623;Aurelia Calming Botanical Essence 50 ml;Aurelia;Makeup;;https://www.kicks.no/sok?search-query=89722623;;;92080;89722623
1007919;NUXE Very Rose Body Milk 400 ml (W);Nuxe;Skin care;;https://www.kicks.no/sok?search-query=1007919;;https://images.matas.dk/encode/3264680043499_20250807180300.jpg;92081;1007919
89063069;MAC Dare Hue! Brow Pencil Brow Pencil:Blonde Not Bland;MAC;Makeup;;https://www.kicks.no/sok?search-query=89063069;;;92082;89063069
90427114;Pixi Pixiglow Cake Blush:GildedBareGlow 24 g;Pixi;Makeup;;https://www.kicks.no/sok?search-query=90427114;;;92083;90427114
76101575;SHI SATIN EYECOLOR TRIO YE406;Shiseido;Makeup;;https://www.kicks.no/sok?search-query=76101575;;;92084;76101575
88213542;H.R Lq Feline Blacks Set Mascara:;Helena Rubinstein;Makeup;;https://www.kicks.no/sok?search-query=88213542;;;92085;88213542
89070727;Lum CC Cream:Golden 30 ml;Lumene;Makeup;;https://www.kicks.no/sok?search-query=89070727;;;92086;89070727
94011843;FELREGG Dior Addict Stellar Halo Shine Lipgloss 543 Peace Star 3 g;DIOR;Makeup;;https://www.kicks.no/sok?search-query=94011843;;;92087;94011843
89593462;By Terry Liftessence Oil Elixir Face Oil 30 ml;By Terry;Hair care and styling;;https://www.kicks.no/sok?search-query=89593462;;;92088;89593462
94028067;Zenz Organic Pure 01 Shampoo Pure 2 250 ml;ZENZ;Hair care and styling;;https://www.kicks.no/sok?search-query=94028067;;;92089;94028067
94053281;ILIA Beauty Liquid Powder Eye Tint Aster;ILIA Beauty;Makeup;;https://www.kicks.no/sok?search-query=94053281;;;92090;94053281
90540157;Le Labo Santal 33 Massage And Bath Perfuming Oil Body oil:120ml;Le Labo;Hair care and styling;;https://www.kicks.no/sok?search-query=90540157;;;92091;90540157
90570329;Milani CONCEAL & PERFECT LIQUID FOUNDATION foundation:08A Warm Sand 30ml;Milani;Makeup;C;https://www.kicks.no/sok?search-query=90570329;;https://images.matas.dk/encode/90570329_20250714105700.jpg;92092;90570329
18141218;MUS GLITTER HOLOGRAM;Make Up Store;Makeup;;https://www.kicks.no/sok?search-query=18141218;;;92093;18141218
89999417;ISA ID PERFECT EYES:21 WHITE DELIGHT 2,2 G;IsaDora;Makeup;;https://www.kicks.no/sok?search-query=89999417;;;92094;89999417
14412522;Cacharel Anais Anais L’original EDT 30 ml;Cacharel;Fragrances;C;https://www.kicks.no/sok?search-query=14412522;;https://images.matas.dk/encode/14412522_20250710154400.jpg;92095;14412522
94046241;ARTDECO No Color Setting Powder 12 g;ARTDECO;Makeup;C;https://www.kicks.no/sok?search-query=94046241;;https://images.matas.dk/encode/94046241_20250716115300.jpg;92096;94046241
81363822;N SB E/S PALETTE 02 LL;Smashbox;Makeup;;https://www.kicks.no/sok?search-query=81363822;;;92097;81363822
89074729;CLEAN Warm Cotton Edp30ml+RB10ml+Candle75g;Clean;Fragrances;;https://www.kicks.no/sok?search-query=89074729;;;92098;89074729
94069241;Paula’s Choice CLINICAL 1% Retinol Treatment 5 ml;Paula’s Choice;Hair care and styling;;https://www.kicks.no/sok?search-query=94069241;;https://images.matas.dk/encode/94069241_20250717111100.jpg;92099;94069241
94101251;Schwarzkopf Professional ChromaID Hair Toning Pink 300 ml;Schwarzkopf;Baby and parent;;https://www.kicks.no/sok?search-query=94101251;;;92100;94101251
88920576;NPMU Jumbo Eye Pencil:CUCUMBER 5 g;NYX PROFESSIONAL MAKEUP;Makeup;;https://www.kicks.no/sok?search-query=88920576;;;92101;88920576
88754336;MAC STUDIO NL:16 Sweet Potion;MAC;Makeup;;https://www.kicks.no/sok?search-query=88754336;;;92102;88754336
834578;ACO Spotless Skin Clarifying Face & Body Cleanser 200 ml;ACO;Skin care;;https://www.kicks.no/sok?search-query=834578;;https://images.matas.dk/encode/834578_20240313093528.jpg;92103;834578
